Property Name,Portfolio Manager ID,Property Type - Self-Selected,Gross Floor Area
Woodbine Beach Park,35000104,Other - Public Services,357
Woodbine Park,35000105,Other - Public Services,1
Carpark 180,35000150,Parking,9149
Carpark 181,35000151,Parking,329
Carpark 179,35000148,Parking,25
Carpark 18,35000149,Parking,77
Carpark 173,35000146,Parking,24
Carpark 17,35000144,Parking,85
Carpark 170,35000145,Parking,9171
Carpark 21,35000158,Parking,54
Carpark 212,35000159,Parking,5161
Carpark 202,35000156,Parking,4223
Carpark 204,35000157,Parking,8680
Carpark 195,35000154,Parking,16422
Carpark 20,35000155,Parking,37
Carpark 188,35000152,Parking,4223
Carpark 19,35000153,Parking,15718
Carpark 149,35000134,Parking,14198
Carpark 150,35000135,Parking,77887
Carpark 144,35000132,Parking,33
Carpark 146,35000133,Parking,37
Carpark 142,35000130,Parking,27
Carpark 143,35000131,Parking,88
Carpark 137,35000128,Parking,3988
Carpark 141,35000129,Parking,13197
Carpark 167,35000142,Parking,4692
Carpark 168,35000143,Parking,15812
Carpark 158,35000140,Parking,12303
Carpark 164,35000141,Parking,55
Carpark 156,35000138,Parking,5396
Carpark 157,35000139,Parking,4692
Carpark 152,35000136,Parking,6100
Carpark 155,35000137,Parking,33
Carpark 260,35000182,Parking,3050
Carpark 261,35000183,Parking,29090
Carpark 256,35000180,Parking,7742
Carpark 26,35000181,Parking,173030
Carpark 251,35000178,Parking,43
Carpark 244,35000176,Parking,20
Carpark 248,35000177,Parking,3050
Carpark 29,35000190,Parking,460
Carpark 28,35000188,Parking,76
Carpark 287,35000189,Parking,11026
Carpark 277,35000186,Parking,4457
Carpark 279,35000187,Parking,3988
Carpark 262,35000184,Parking,27214
Carpark 271,35000185,Parking,22991
Carpark 226,35000166,Parking,4223
Carpark 227,35000167,Parking,3284
Carpark 223,35000164,Parking,8680
Carpark 224,35000165,Parking,43166
Carpark 219,35000162,Parking,4692
Carpark 220,35000163,Parking,4223
Carpark 216,35000160,Parking,53335
Carpark 218,35000161,Parking,2581
Carpark 240,35000174,Parking,4223
Carpark 241,35000175,Parking,7976
Carpark 235,35000172,Parking,2346
Carpark 231,35000170,Parking,15249
Carpark 228,35000168,Parking,5865
Carpark 229,35000169,Parking,1877
Carpark 503,35000214,Parking,15014
Carpark 505,35000215,Parking,2581
Carpark 501,35000212,Parking,19472
Carpark 502,35000213,Parking,44
Carpark 5,35000210,Parking,41603
Carpark 500,35000211,Parking,9384
Carpark 47,35000208,Parking,36363
Carpark 48,35000209,Parking,68
Carpark 52,35000222,Parking,32300
Carpark 521,35000223,Parking,5865
Carpark 512,35000220,Parking,15953
Carpark 517,35000221,Parking,5396
Carpark 51,35000218,Parking,144
Carpark 511,35000219,Parking,13607
Carpark 506,35000216,Parking,12199
Carpark 508,35000217,Parking,13607
Carpark 404,35000198,Parking,120297
Carpark 41,35000199,Parking,16996
Carpark 402,35000196,Parking,15718
Carpark 403,35000197,Parking,100
Carpark 39,35000194,Parking,37620
Carpark 400,35000195,Parking,50
Carpark 34,35000192,Parking,26500
Carpark 36 (Nathan Phillips Square),35000193,Parking,598473
Carpark 44,35000206,Parking,19547
Carpark 45,35000207,Parking,26135
Carpark 42,35000204,Parking,169
Carpark 43,35000205,Parking,125023
Carpark 418,35000202,Parking,7038
Carpark 419,35000203,Parking,5396
Carpark 410,35000200,Parking,173
Carpark 414,35000201,Parking,139
Carpark 81,35000246,Parking,40
Carpark 82,35000247,Parking,40
Carpark 80,35000244,Parking,54
Carpark 801,35000245,Parking,194483
Carpark 78,35000242,Parking,93
Carpark 79,35000243,Parking,21349
Carpark 709,35000240,Parking,25
Carpark 71,35000241,Parking,91
Carpark 93,35000254,Parking,52
Carpark 96,35000255,Parking,8680
Carpark 89,35000252,Parking,13841
Carpark 91,35000253,Parking,33782
Carpark 87,35000250,Parking,11496
Carpark 88,35000251,Parking,47
Carpark 84,35000248,Parking,35
Carpark 85,35000249,Parking,58
Carpark 653,35000230,Parking,100
Carpark 653 & 654 Sign,35000231,Parking,13841
Carpark 64,35000228,Parking,33782
Carpark 650,35000229,Parking,17830
Carpark 55,35000226,Parking,9853
Carpark 602,35000227,Parking,5630
Carpark 53,35000224,Parking,49
Carpark 533,35000225,Parking,5630
Carpark 700,35000238,Parking,97
Carpark 706,35000239,Parking,21583
Carpark 674,35000236,Parking,2815
Carpark 68,35000237,Parking,45000
Carpark 667,35000234,Parking,4692
Carpark 670,35000235,Parking,5396
Carpark 661,35000232,Parking,6569
Carpark 663,35000233,Parking,32375
Humber Bay Life Stn,35000278,Police Station,1830
Intelligence Bureau,35000279,Police Station,70547
Emergency Task Force,35000276,Police Station,35995
"Forensic Service, Store & Garage",35000277,Police Station,62484
Cherry Beach Life Stn,35000274,Police Station,680
Detective Services Building,35000275,Police Station,24000
#55 Police Division,35000272,Police Station,23519
Centre Island Police Division,35000273,Police Station,1001
Police Marine Hq,35000286,Police Station,23035
Property Evidence,35000287,Police Station,7492
Police Garage,35000284,Police Station,33024
Police Headquarters,35000285,Police Station,425000
Police Academy,35000282,Police Station,302735
Police Dog Service,35000283,Police Station,9440
Leuty Beach,35000280,Police Station,1000
PMMD Materials Management & Stores,35000281,Police Station,43992
#31 Police Division,35000262,Police Station,35489
#32 Police Division,35000263,Police Station,47652
#22 Police Division,35000260,Police Station,32270
#23 Police Division,35000261,Police Station,57264
#13 Police Division,35000258,Police Station,20344
#14 Police Division,35000259,Police Station,64200
#11 Police Division,35000256,Police Station,62000
#12 Police Division,35000257,Police Station,25780
#53 Police Division,35000270,Police Station,52183
#54 Police Division (#55 Subunit),35000271,Police Station,23358
#51 Police Division,35000268,Police Station,56000
#52 Police Division,35000269,Police Station,71677
#42 Police Division,35000266,Police Station,36620
#43 Police Division,35000267,Police Station,55450
#33 Police Division,35000264,Police Station,27889
#41 Police Division,35000265,Police Station,51080
Danforth Coxwell Library,35000310,Library,9617
Davenport Library,35000311,Library,3604
Cliffcrest Library,35000308,Library,4859
College Shaw Library,35000309,Library,7684
Cedarbrae Library,35000306,Library,31506
Centennial Library,35000307,Library,6866
Bridlewood Library,35000304,Library,8000
Brookbanks Library,35000305,Library,7933
Eatonville Library,35000318,Library,12203
Eglinton Square Library,35000319,Library,10000
Dufferin St Clair Library,35000316,Library,11208
East Service Building,35000317,Library,20040
Don Mills Library,35000314,Library,21563
Downsview Library,35000315,Library,20016
Dawes Road Library,35000312,Library,6740
Deer Park Library,35000313,Library,16558
Albion Library,35000294,Library,29000
Amesbury Park Library,35000295,Library,6320
Agincourt Library,35000292,Library,27000
Albert Campbell Library,35000293,Library,26100
"Radio, Electronics and Telecom",35000290,Police Station,18000
Traffic Services and Garage,35000291,Police Station,297988
Property Evidence Unit,35000288,Police Station,287752
Public Order,35000289,Police Station,8342
Bloor Gladstone Library,35000302,Library,20627
Brentwood Library,35000303,Library,17500
Bendale Library,35000300,Library,8500
Black Creek Library,35000301,Library,5782
Bayview Library,35000298,Library,6333
Beaches Library,35000299,Library,8000
Annette Street Library,35000296,Library,7806
Barbara Frum Library,35000297,Library,39223
Fire Station 134,34999318,Fire Station,7126
Fire Station 135,34999319,Fire Station,12718
Fire Station 132,34999316,Fire Station,7664
Fire Station 133,34999317,Fire Station,8062
Fire Station 125,34999314,Fire Station,5813
Fire Station 131,34999315,Fire Station,5845
Fire Station 122,34999312,Fire Station,3046
Fire Station 123,34999313,Fire Station,2497
Fire Station 146,34999326,Fire Station,7535
Fire Station 211/TPS Station #27,34999327,Fire Station,5005
Fire Station 144,34999324,Fire Station,12917
Fire Station 145,34999325,Fire Station,11001
Fire Station 142/TPS Station #15,34999322,Fire Station,5586
Fire Station 143,34999323,Fire Station,2895
Fire Station 135 - OLD,34999320,Fire Station,10592
Fire Station 141,34999321,Fire Station,12500
Fire Academy,34999302,Fire Station,61214
Fire Museum And Storage,34999303,Fire Station,3272
401 Gladstone Av Shelter,34999300,Other - Public Services,1
FM Corporate Services,34999301,Other - Public Services,1
The Guild Inn,34999298,Other - Public Services,13627
Three Points Where Two Lines Meet,34999299,Other - Public Services,1
Old City Hall - Cenotaph,34999296,Other - Public Services,1
Prince Edward Viaduct Lighting Project,34999297,Other - Public Services,1
Fire Station 116,34999310,Fire Station,11776
Fire Station 121,34999311,Fire Station,4219
Fire Station 114/TPS Station #58,34999308,Fire Station,8633
Fire Station 115,34999309,Fire Station,5985
Fire Station 112/TPS Station #55,34999306,Fire Station,7018
Fire Station 113,34999307,Fire Station,4833
Fire Prevention Office,34999304,Fire Station,25898
Fire Station 111/TPS Station #56,34999305,Fire Station,5662
Fire Station 312,34999350,Fire Station,9806
Fire Station 313,34999351,Fire Station,12099
Fire Station 245,34999348,Fire Station,5608
Fire Station 311,34999349,Fire Station,12755
Fire Station 243/TPS Station #29,34999346,Fire Station,5350
Fire Station 244,34999347,Fire Station,5350
Fire Station 241,34999344,Fire Station,5500
Fire Station 242,34999345,Fire Station,5500
Fire Station 325,34999358,Fire Station,10129
Fire Station 331,34999359,Fire Station,10979
Fire Station 323,34999356,Fire Station,10236
Fire Station 324,34999357,Fire Station,13153
Fire Station 321,34999354,Fire Station,7535
Fire Station 322,34999355,Fire Station,7535
Fire Station 314,34999352,Fire Station,11937
Fire Station 315,34999353,Fire Station,7244
Fire Station 223,34999334,Fire Station,7459
Fire Station 224,34999335,Fire Station,3767
Fire Station 221,34999332,Fire Station,11916
Fire Station 222,34999333,Fire Station,6910
Fire Station 214,34999330,Fire Station,4887
Fire Station 215,34999331,Fire Station,5737
Fire Station 212/TPS Station #25,34999328,Fire Station,16501
Fire Station 213,34999329,Fire Station,5048
Fire Station 234,34999342,Fire Station,5350
Fire Station 235,34999343,Fire Station,8902
Fire Station 232,34999340,Fire Station,5350
Fire Station 233,34999341,Fire Station,11001
Fire Station 227,34999338,Fire Station,10484
Fire Station 231,34999339,Fire Station,14241
Fire Station 225,34999336,Fire Station,9085
Fire Station 226,34999337,Fire Station,11808
Fire Station 434,34999382,Fire Station,5188
Fire Station 435,34999383,Fire Station,6889
Fire Station 432,34999380,Fire Station,11765
Fire Station 433,34999381,Fire Station,5038
Fire Station 426,34999378,Fire Station,12486
Fire Station 431,34999379,Fire Station,3907
Fire Station 424,34999376,Fire Station,5866
Fire Station 425,34999377,Fire Station,7955
Fire Warehouse & Mechanical Building,34999390,Fire Station,23002
HUSAR,34999391,Fire Station,11485
Fire Station 445,34999388,Fire Station,11765
Fire Training Centre,34999389,Fire Station,7998
Fire Station 443,34999386,Fire Station,3929
Fire Station 444,34999387,Fire Station,3929
Fire Station 441,34999384,Fire Station,19472
Fire Station 442,34999385,Fire Station,15479
Fire Station 343,34999366,Fire Station,9827
Fire Station 344,34999367,Fire Station,11238
Fire Station 341,34999364,Fire Station,9268
Fire Station 342,34999365,Fire Station,3057
Fire Station 334/TPS Station #36,34999362,Fire Station,13003
Fire Station 335/TPS Station #59,34999363,Fire Station,4402
Fire Station 332,34999360,Fire Station,24865
Fire Station 333,34999361,Fire Station,12723
Fire Station 422,34999374,Fire Station,7944
Fire Station 423,34999375,Fire Station,12335
Fire Station 415,34999372,Fire Station,7804
Fire Station 421,34999373,Fire Station,9461
Fire Station 412,34999370,Fire Station,7029
Fire Station 413,34999371,Fire Station,3929
Fire Station 345,34999368,Fire Station,12809
Fire Station 411,34999369,Fire Station,8762
Ledbury Park,34999414,Other - Recreation,5780
McGregor Park Community Centre,34999415,Other - Recreation,45262
L'Amoreaux Park Yard,34999412,Other - Recreation,1690
L'Amoreaux Tennis Centre,34999413,Other - Recreation,31474
Irving W. Chapley Community Centre,34999410,Other - Recreation,6997
Jimmie Simpson Recreation Centre,34999411,Other - Recreation,43906
Grandravine Community Recreation Centre,34999408,Other - Recreation,33637
Heron Park Community Centre,34999409,Other - Recreation,52377
Angela James Arena,34999422,Indoor Arena,25640
Baycrest Arena,34999423,Indoor Arena,27060
Wallace Emerson Community Centre,34999420,Other - Recreation,51882
Albion Arena,34999421,Indoor Arena,32658
Pleasantview Community Centre,34999418,Other - Recreation,30559
Roding Community Centre,34999419,Other - Recreation,30494
Mitchell Field Community Centre,34999416,Other - Recreation,30182
Oriole Community Centre,34999417,Other - Recreation,64347
Rockcliffe GreenHouse,34999398,Other - Public Services,12271
Agincourt Recreation Centre,34999399,Other - Recreation,93398
High Park Greenhouses,34999396,Other - Public Services,60386
Riverlea Greenhouse,34999397,Other - Public Services,17018
Centennial Park Conservatory,34999394,Other - Public Services,29170
Cloud Gardens,34999395,Other - Public Services,6243
Toryork Office,34999392,Fire Station,42625
Allan Gardens,34999393,Other - Public Services,25177
Gord & Irene Risk Community Centre,34999406,Other - Recreation,44304
Goulding Community Centre,34999407,Other - Recreation,43540
Cummer Park Community Centre,34999404,Other - Recreation,34348
Glenlong Community Centre,34999405,Other - Recreation,10236
Broadlands Community Centre,34999402,Other - Recreation,10667
Centennial Recreation Centre,34999403,Other - Recreation,102376
Birchmount Community Centre,34999401,Other - Recreation,46166
Victoria Village Arena,34999446,Indoor Arena,33637
York Mills Arena,34999447,Indoor Arena,23573
Scarborough Village Recreation Centre,34999445,Indoor Arena,58125
Phil White Arena,34999442,Indoor Arena,25941
Pine Point Arena,34999443,Indoor Arena,32001
Long Branch Arena,34999440,Indoor Arena,25629
Mimico Arena,34999441,Indoor Arena,35607
East York Community Centre,34999454,Other - Recreation,31000
Etobicoke Olympium,34999455,Other - Recreation,139995
Dennis R. Timbrell Resource Centre,34999452,Other - Recreation,34348
Douglas Snow Aquatic Centre,34999453,Other - Recreation,40666
Antibes Park (Community Centre),34999450,Other - Recreation,18492
Beaches Recreation Centre,34999451,Other - Recreation,14445
Albion Pool & Health Club,34999448,Other - Recreation,20688
Annette Community Recreation Centre,34999449,Other - Recreation,20774
Don Montgomery Community Centre,34999430,Indoor Arena,89125
Downsview Arena,34999431,Indoor Arena,34218
Commander Park Recreation Centre,34999428,Indoor Arena,56317
Don MilIs Citivan Arena,34999429,Indoor Arena,27857
Central Arena,34999426,Indoor Arena,32001
Chris Tonks Arena,34999427,Indoor Arena,23638
Bayview Arena,34999424,Indoor Arena,28417
Centennial Park Arena & Stadium,34999425,Indoor Arena,72050
Lambton Arena,34999438,Indoor Arena,24854
Herbert H. Carnegie Centennial Centre,34999436,Indoor Arena,42270
John Booth Memorial Arena,34999437,Indoor Arena,27007
Fenside Arena,34999434,Indoor Arena,26307
Habitant Arena,34999435,Indoor Arena,26307
East York Curling Club,34999432,Indoor Arena,17868
East York Memorial Arena,34999433,Indoor Arena,30257
888 Cosburn Ave (Blower),34999478,Other - Public Services,1
Beare Road Landfill (Closed),34999479,Other - Public Services,5942
Dee Avenue Lab,34999476,Other - Public Services,14994
110 Coe Hill Dr (Blower Enclosure),34999477,Other - Public Services,20
University Settlement,34999474,Other - Recreation,47566
York Recreation Centre,34999475,Other - Recreation,67879
The Elms Pool and Community School,34999472,Other - Recreation,13885
Trinity Community Recreation Centre,34999473,Other - Recreation,36909
100 Rosedale Valley,34999486,Other - Public Services,2691
Storer Landfill,34999484,Other - Public Services,1
1 STRATHMORE BLVD,34999485,Other - Public Services,2383
Donlands Landfill,34999482,Other - Public Services,603
Keele Valley Landfill,34999483,Other - Public Services,10764
Brock North Landfill (Closed),34999480,Other - Public Services,1
Brock West Landfill (Closed),34999481,Other - Public Services,10764
Main Square Community Centre,34999462,Other - Recreation,35123
Mary McCormick Recreation Centre,34999463,Other - Recreation,43099
John Innes Community Recreation Centre,34999460,Other - Recreation,28055
Joseph J. Piccininni Community Centre,34999461,Other - Recreation,70030
Gus Ryder Pool and Health Club,34999458,Other - Recreation,21097
Harrison Pool,34999459,Other - Recreation,15263
Fairmount Park Community Centre,34999456,Other - Recreation,4359
Frankland Community Centre,34999457,Other - Recreation,15308
St Albans Boys Club,34999470,Other - Recreation,23293
St Lawrence Community Recreation Centre,34999471,Other - Recreation,46113
Pam McConnell Aquatic Centre,34999468,Other - Recreation,30505
Scadding Court C.C.,34999469,Other - Recreation,46694
Norseman Community School and Pool,34999466,Other - Recreation,19052
North Toronto Memorial Community Centre,34999467,Other - Recreation,74820
Matty Eckler Recreation Centre,34999464,Other - Recreation,47383
Memorial Pool and Health Club,34999465,Other - Recreation,13444
4200 Eglinton Ave W,34999510,Other - Public Services,2002
43 Edwin Ave,34999511,Other - Public Services,1074
40 DARRELL AVE,34999508,Other - Public Services,962
40 Russell Hill Rd,34999509,Other - Public Services,3735
388 EVANS AVE,34999506,Other - Public Services,7500
39 Commissioners St.,34999507,Other - Public Services,1
30 Woodrow Ave,34999504,Other - Public Services,1
313 Gainsborough Rd,34999505,Other - Public Services,484
73 Spadina,34999518,Other - Public Services,2548
74 Dupont St.,34999519,Other - Public Services,1
610 Bay St,34999516,Other - Public Services,1
705 Progress Ave,34999517,Other - Public Services,1
468 Queen St W (468/470),34999514,Other - Public Services,1
567 ARLINGTON,34999515,Other - Public Services,1066
460 Jarvis St,34999512,Other - Public Services,1
14 Woodrow Ave,34999494,Other - Public Services,1
134 Spadina Rd,34999492,Other - Public Services,3369
136 Spadina Rd,34999493,Other - Public Services,2626
113 Spadina Rd,34999490,Other - Public Services,2982
130 Elizabeth St,34999491,Other - Public Services,1
111 KING ST E,34999488,Other - Public Services,8775
111 Spadina Rd.,34999489,Other - Public Services,4758
292-296 Parliament St,34999502,Other - Public Services,1
3 STRATHMORE BLVD,34999503,Other - Public Services,1328
238 Queen St. W,34999500,Other - Public Services,11930
1845 Kingston Rd,34999498,Other - Public Services,2400
17 Mill St [George S Pratt House],34999496,Other - Public Services,2000
1761 Sheppard Ave E,34999497,Other - Public Services,1
High Park Washroom (Rock Garden),34999542,Other - Public Services,1
10 Daventry Rd,34999543,Other - Public Services,1
High Park Washroom (Children's Garden),34999540,Other - Public Services,1
High Park Washroom (Former Chess Club),34999541,Other - Public Services,1
High Park Train Shed,34999538,Other - Public Services,1
High Park Upper Cherry Washroom,34999539,Other - Public Services,1
High Park Children's Teaching Kitchen,34999536,Other - Public Services,835
High Park Parkside Washroom,34999537,Other - Public Services,1
140 Wellesley St E,34999550,Other - Public Services,1
150 Harrison St [Harrison St Park] - ele,34999551,Other - Public Services,1
139 Marcos Blvd,34999548,Other - Public Services,1
14 Dewhurst Blvd,34999549,Other - Public Services,1
111 St Andrews Rd,34999546,Other - Public Services,1
1231 Queen St W,34999547,Other - Public Services,1
100 Hickory Tree Rd.,34999544,Other - Public Services,166
1094 Lakeshore Blvd W,34999545,Other - Public Services,1
Cummer Lodge,34999526,Residential Care Facility,243200
Fudger House,34999527,Residential Care Facility,118995
Carefree Lodge,34999524,Residential Care Facility,67490
Castleview Wychwood Towers,34999525,Residential Care Facility,294447
Greenfield Family Centre - GONE,34999522,Other - Public Services,7384
Bendale Acres,34999523,Residential Care Facility,210327
90 Morningside Ave,34999520,Other - Public Services,1
Fire & Life Safety Program Office,34999521,Other - Public Services,3552
"Communication, Traffic, & Computer Centre",34999534,Other - Public Services,132999
High Park Black Oak Cafe,34999535,Other - Public Services,1
Wesburn Manor,34999532,Residential Care Facility,150867
25 Via Renzo Drive,34999533,Other - Public Services,13186
Seven Oaks,34999530,Residential Care Facility,133311
True Davidson Acres,34999531,Residential Care Facility,130082
Kipling Acres,34999528,Residential Care Facility,184590
Lakeshore Lodge,34999529,Residential Care Facility,88964
71 Ellis Park Rd,34999574,Other - Public Services,1
734 Middlefield Rd,34999575,Other - Public Services,1
65 Dickens St.,34999572,Other - Public Services,1
69 Hayden St (Park),34999573,Other - Public Services,1
585 Queen's Quay West,34999570,Other - Public Services,1
60 Ordnance St.,34999571,Other - Public Services,1
51 Benshire Dr,34999568,Other - Public Services,1
Abbotsford Park,34999582,Other - Public Services,16
Adams Park,34999583,Other - Public Services,18
924 Markham Rd,34999580,Other - Public Services,1
946 Scarborough Golf Club Rd,34999581,Other - Public Services,1
8 Barkwin Dr,34999578,Other - Public Services,12
873 Brimley Rd,34999579,Other - Public Services,1
75 Atria Blvd,34999576,Other - Public Services,1
751 Brimorton Dr,34999577,Other - Public Services,1
3001 McCowan Rd,34999558,Other - Public Services,1
3045 Brimley Rd,34999559,Other - Public Services,1
28 Rean Drive Urban Square Park,34999556,Other - Public Services,1
291 Mill Rd,34999557,Other - Public Services,1
200 Mount Olive Dr,34999554,Other - Public Services,1
21 Ballyconnor,34999555,Other - Public Services,1
180 Roxborough,34999553,Other - Public Services,1
45 Wild Rose Gdns,34999566,Other - Public Services,1
5063 Yonge St Unit Underg,34999567,Other - Public Services,1
45 Dalhousie St,34999564,Other - Public Services,1
45 Dunfield Ave,34999565,Other - Public Services,1
40 Dundas St E,34999562,Other - Public Services,1
4005 Eglinton Ave W,34999563,Other - Public Services,1
3079 Kennedy Rd,34999560,Other - Public Services,1
Barbara Hall Park,34999606,Other - Public Services,81
Bathurst-Wilson Parkette,34999607,Other - Public Services,1
Baird Park,34999604,Other - Public Services,45
Balmoral Park,34999605,Other - Public Services,44
Avonshire Park,34999602,Other - Public Services,28
Avonshire Parkette,34999603,Other - Public Services,29
Atria Park,34999600,Other - Public Services,1
Avondale Park,34999601,Other - Public Services,1
Belmar Park,34999614,Other - Public Services,40
Ben Nobleman,34999615,Other - Public Services,37
Bellbury Park,34999612,Other - Public Services,36
Bellevue Square Park,34999613,Other - Public Services,1
Beaty Boulevard Parkette,34999610,Other - Public Services,34
Beaumonde Heights Park,34999611,Other - Public Services,35
Beaches Park,34999608,Other - Public Services,43
Beaty Avenue Parkette,34999609,Other - Public Services,50
Alexandra Park,34999590,Other - Public Services,32
Allan A Lamport Stadium,34999591,Other - Public Services,21
Alex Duff Memorial Pool,34999588,Other - Public Services,19
Alexander Muir Memorial Gardens,34999589,Other - Public Services,31
Albion Gardens Park,34999586,Other - Public Services,1
Aldwych Park,34999587,Other - Public Services,20
Aitken Place Park,34999584,Other - Public Services,1
Albert Standing Park,34999585,Other - Public Services,22
Ashbridges Bay Park,34999598,Other - Public Services,17
Ashtonbee Reservoir Park,34999599,Other - Public Services,27
Arena Gardens,34999596,Other - Public Services,5
Art Eggleton Park,34999597,Other - Public Services,157
Anniversary Park,34999594,Other - Public Services,25
Anthony Road School Park,34999595,Other - Public Services,26
Amesbury Park,34999592,Other - Public Services,23
Amos Waites Pool,34999593,Other - Public Services,30
Campbell Park,34999638,Other - Public Services,59
Canary District,34999639,Other - Public Services,1
Buttonwood Park,34999636,Other - Public Services,51
Caledonia Park Santo Domingo Baseball Field,34999637,Other - Public Services,55
Brookdale Park,34999634,Other - Public Services,1
Burrows Hall Park,34999635,Other - Public Services,1
Broadview Subway Station Parkette,34999632,Other - Public Services,1
Brookbanks Park,34999633,Other - Public Services,1
Centennial Park Ski and Snowboard Centre,34999646,Other - Public Services,84
Centre Island Buildings,34999647,Other - Public Services,66
Cawthra Playground,34999644,Other - Public Services,83
Centennial Park,34999645,Other - Public Services,1
Cassandra Park,34999642,Other - Public Services,33
Cassels Ave Playground,34999643,Other - Public Services,79
Canoe Landing Park,34999640,Other - Public Services,56
Carlton Park,34999641,Other - Public Services,57
Birchmount Stadium,34999622,Other - Public Services,41
Birunthan Park,34999623,Other - Public Services,1
Bill Johnston Park,34999620,Other - Public Services,1
Birch Park,34999621,Other - Public Services,1
Bestview Park,34999618,Other - Public Services,52
Berczy Park,34999616,Other - Public Services,54
Beresford Park,34999617,Other - Public Services,47
Briar Crest Park,34999630,Other - Public Services,3
Bridlewood Park,34999631,Other - Public Services,48
Bond Park,34999628,Other - Public Services,42
Botany Hill Park,34999629,Other - Public Services,1
Bluehaven Park,34999626,Other - Public Services,1
Bluffer's Park,34999627,Other - Public Services,309
Blantyre Park,34999624,Other - Public Services,38
Bloordale Park,34999625,Other - Public Services,1
Coronation Park - Toronto,34999670,Other - Public Services,75
Corvette Park,34999671,Other - Public Services,1
Corktown Common,34999668,Other - Public Services,1
Coronation Park - Etobicoke,34999669,Other - Public Services,1
Columbus Parkette,34999666,Other - Public Services,69
Connorvale Park,34999667,Other - Public Services,1
Colonel Danforth Park,34999664,Other - Public Services,60
Colonel Samuel Smith Park,34999665,Other - Public Services,80
Cullen Bryant Park,34999678,Other - Public Services,1
Curzon Parkette,34999679,Other - Public Services,1
Cresthaven Park,34999676,Other - Public Services,63
Cudmore Creek Park,34999677,Other - Public Services,1
Courthouse Square,34999674,Other - Public Services,1
Craigleigh Gardens,34999675,Other - Public Services,71
Cosburn Ave Units,34999672,Other - Public Services,74
Cosburn Park,34999673,Other - Public Services,1
Christie Pits,34999654,Other - Public Services,65
Clanton Park,34999655,Other - Public Services,76
Charlottetown Park,34999652,Other - Public Services,82
Chelsea Avenue Playground,34999653,Other - Public Services,64
Charles G. Williams Park,34999650,Other - Public Services,1
Charlotte Maher Park,34999651,Other - Public Services,1
Chaplin Parkette,34999648,Other - Public Services,61
Charles Caccia Park,34999649,Other - Public Services,1
Coleman Park,34999662,Other - Public Services,73
College Park,34999663,Other - Public Services,72
Cloverdale Park,34999660,Other - Public Services,9
Clydesdale Park,34999661,Other - Public Services,70
Close Avenue Parkette,34999658,Other - Public Services,67
Clover Hill Park,34999659,Other - Public Services,1
Clara Will Park,34999656,Other - Public Services,1
Clarence Square Park,34999657,Other - Public Services,1
Downsview Memorial Parkette,34999702,Other - Public Services,1
Dufferin Grove Park,34999703,Other - Public Services,94
Douglas Park,34999700,Other - Public Services,1
Downsview Dells Park,34999701,Other - Public Services,106
Donald D. Summerville Olympic Pool,34999698,Other - Public Services,360
Donnybrook Park,34999699,Other - Public Services,1
Don Valley Golf Course,34999696,Other - Public Services,107
Don Valley Parks,34999697,Other - Public Services,108
Dunlop Parkette,34999710,Other - Public Services,1
Dunn Avenue Parkette,34999711,Other - Public Services,100
Dundas Watkinson Parkette,34999708,Other - Public Services,1
Dunlace Park,34999709,Other - Public Services,99
Dundas Parkette,34999706,Other - Public Services,91
Dundas St Clarens Parkette,34999707,Other - Public Services,103
Dufferin King Park,34999704,Other - Public Services,105
Duncan Creek Park,34999705,Other - Public Services,89
Dell Park,34999686,Other - Public Services,92
Dentonia Park,34999687,Other - Public Services,93
David Crombie Park,34999684,Other - Public Services,88
De Grassi St Park,34999685,Other - Public Services,95
Davenport Village Park,34999682,Other - Public Services,1
David A. Balfour Park,34999683,Other - Public Services,86
Dallington Park,34999680,Other - Public Services,87
Dane Park,34999681,Other - Public Services,1
Don Mills Trail,34999694,Other - Public Services,1
Don Valley Gc Service Bldg,34999695,Other - Public Services,109
Dieppe Park Ice Rink,34999692,Other - Public Services,97
Dixon Park Rink,34999693,Other - Public Services,98
Derrydowns Park,34999690,Other - Public Services,90
Dieppe Park Baseball Clubhouse,34999691,Other - Public Services,101
Dentonia Park Clubhouse,34999688,Other - Public Services,104
Dentonia Park Golf Course,34999689,Other - Public Services,102
Fairhaven Park Outdoor Pool,34999734,Other - Public Services,129
Felstead Avenue Playground,34999735,Other - Public Services,127
Fairbank Park Pool,34999732,Other - Public Services,126
Fairford Avenue Parkette,34999733,Other - Public Services,125
Etobicoke Valley Park,34999730,Other - Public Services,1
Everett Park,34999731,Other - Public Services,1
Ethennonnhawahstihnen (Woodsy) Park,34999728,Other - Public Services,1
Etienne Brule Park,34999729,Other - Public Services,112
G. Ross Lord Park,34999742,Other - Public Services,149
Galloway Park,34999743,Other - Public Services,1
Frank Stollery Parkette,34999740,Other - Public Services,134
Fred Hamilton Playground,34999741,Other - Public Services,130
Forest Hill Road Park,34999738,Other - Public Services,1
Fountainhead Park,34999739,Other - Public Services,133
Firgrove Park,34999736,Other - Public Services,128
Flagstaff Park Outdoor Pool,34999737,Other - Public Services,131
East Point Park,34999718,Other - Public Services,120
East Toronto Athletic Fieldhouse,34999719,Other - Public Services,123
East Lynn Park,34999716,Other - Public Services,119
East Mall Park,34999717,Other - Public Services,1
Earlscourt Park,34999714,Other - Public Services,114
