Property Name,Portfolio Manager ID,Property Type - Self-Selected,Gross Floor Area,month,normalized_monthly_usage
Bermondsey Yard - SWM,35000482,Other-Public Services,66155,2024-11-01,8038.49
Bermondsey Yard - SWM,35000482,Other-Public Services,66155,2024-12-01,13767.96
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-01-01,2997.46
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-02-01,2391.26
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-03-01,1997.56
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-04-01,807.39
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-05-01,45.1
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-06-01,25.16
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-07-01,61.29
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-08-01,65.84
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-09-01,27.3
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-10-01,603.92
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-11-01,1626.17
Bermondsey Yard - Transportation,35000483,Other-Public Services,4618,2024-12-01,2302.45
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-01-01,3831.28
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-02-01,2781.63
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-03-01,2435.34
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-04-01,2263.43
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-05-01,719.56
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-06-01,74.37
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-07-01,28.97
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-08-01,0.0
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-09-01,37.26
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-10-01,442.2
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-11-01,242.55
Bering Yd - Storage (Bldg F),35000480,Other-Public Services,9881,2024-12-01,1835.43
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-01-01,1887.95
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-02-01,1708.07
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-03-01,1555.0
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-04-01,865.95
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-05-01,159.48
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-06-01,9.68
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-07-01,4.26
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-08-01,1.52
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-09-01,7.890000000000001
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-10-01,434.37
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-11-01,1266.4
Bering Yd - Warehouse (Bldg A),35000481,Other-Public Services,4596,2024-12-01,1357.84
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-01-01,9703.81
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-02-01,6383.33
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-03-01,6105.27
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-04-01,3175.47
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-05-01,261.64
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-06-01,132.7
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-07-01,113.5
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-08-01,218.81
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-09-01,303.93
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-10-01,2954.36
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-11-01,2810.98
Disco Yd Bldg C- Vehicle Maint,35000494,Other-Public Services,22959,2024-12-01,4644.48
Disco Yd Bldg D- North Garage,35000495,Other-Public Services,24445,2024-01-01,4723.02
Disco Yd Bldg D- North Garage,35000495,Other-Public Services,24445,2024-02-01,4699.98
Disco Yd Bldg D- North Garage,35000495,Other-Public Services,24445,2024-03-01,2965.92
Disco Yd Bldg D- North Garage,35000495,Other-Public Services,24445,2024-04-01,761.5
